SequenceID	contig_id	viralID	VS2_length	keep_cat	is.suspect	manual_approve	is_phage
Cen16_15102020_R1_S33	NODE_2844_length_9465_cov_1.323624	NODE_2844_length_9465_cov_1.323624__full	9465	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_2860_length_9426_cov_1.971932	NODE_2860_length_9426_cov_1.971932__full	9426	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_2883_length_9361_cov_1.799545	NODE_2883_length_9361_cov_1.799545__full	9361	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_2888_length_9343_cov_1.600477	NODE_2888_length_9343_cov_1.600477__full	9343	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_2917_length_9283_cov_1.624727	NODE_2917_length_9283_cov_1.624727__full	9283	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_2948_length_9213_cov_1.511006	NODE_2948_length_9213_cov_1.511006__full	9213	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_2989_length_9112_cov_1.645743	NODE_2989_length_9112_cov_1.645743__full	9112	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_299_length_48726_cov_2.496039	NODE_299_length_48726_cov_2.496039__full	48726	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_3004_length_9077_cov_1.425475	NODE_3004_length_9077_cov_1.425475__full	9077	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_3041_length_8996_cov_2.056038	NODE_3041_length_8996_cov_2.056038__full	8996	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_3055_length_8970_cov_1.536017	NODE_3055_length_8970_cov_1.536017__full	8970	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_3088_length_8924_cov_1.416847	NODE_3088_length_8924_cov_1.416847__full	8924	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_324_length_45973_cov_3.025738	NODE_324_length_45973_cov_3.025738__full	45973	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_3290_length_8603_cov_1.382610	NODE_3290_length_8603_cov_1.382610__full	8603	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_337_length_44442_cov_2.434684	NODE_337_length_44442_cov_2.434684__full	44442	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_3397_length_8406_cov_1.122841	NODE_3397_length_8406_cov_1.122841__full	8406	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_3421_length_8367_cov_1.721602	NODE_3421_length_8367_cov_1.721602__full	8367	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_3427_length_8363_cov_1.371540	NODE_3427_length_8363_cov_1.371540__full	8363	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_3436_length_8349_cov_1.562150	NODE_3436_length_8349_cov_1.562150__full	8349	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_348_length_43017_cov_7.804477	NODE_348_length_43017_cov_7.804477__full	43017	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_3542_length_8151_cov_1.584621	NODE_3542_length_8151_cov_1.584621__full	8151	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_357_length_42255_cov_6.913051	NODE_357_length_42255_cov_6.913051__full	42128	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_3611_length_8058_cov_2.264658	NODE_3611_length_8058_cov_2.264658__full	8058	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_3651_length_8017_cov_1.466413	NODE_3651_length_8017_cov_1.466413__full	8017	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_3657_length_8001_cov_1.732791	NODE_3657_length_8001_cov_1.732791__full	8001	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_366_length_41723_cov_2.179176	NODE_366_length_41723_cov_2.179176__full	41723	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_3682_length_7975_cov_1.469164	NODE_3682_length_7975_cov_1.469164__full	7975	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_3757_length_7865_cov_1.665030	NODE_3757_length_7865_cov_1.665030__full	7865	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_376_length_40888_cov_7.603444	NODE_376_length_40888_cov_7.603444__full	40888	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_377_length_40884_cov_2.207375	NODE_377_length_40884_cov_2.207375__full	40884	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_393_length_39904_cov_2.302361	NODE_393_length_39904_cov_2.302361__full	39904	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4020_length_7525_cov_1.301298	NODE_4020_length_7525_cov_1.301298__full	7525	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_4074_length_7460_cov_1.567299	NODE_4074_length_7460_cov_1.567299__full	7460	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_4098_length_7424_cov_1.707962	NODE_4098_length_7424_cov_1.707962__full	7424	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_4100_length_7423_cov_4.597588	NODE_4100_length_7423_cov_4.597588__full	7423	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4116_length_7401_cov_1.215150	NODE_4116_length_7401_cov_1.215150__full	7401	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_411_length_38818_cov_2.456204	NODE_411_length_38818_cov_2.456204__full	38818	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4127_length_7388_cov_1.150530	NODE_4127_length_7388_cov_1.150530__full	7388	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4146_length_7364_cov_1.249136	NODE_4146_length_7364_cov_1.249136__full	7364	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_417_length_38363_cov_3.960116	NODE_417_length_38363_cov_3.960116__full	38363	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4209_length_7286_cov_1.498813	NODE_4209_length_7286_cov_1.498813__full	7286	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_423_length_38226_cov_2.892386	NODE_423_length_38226_cov_2.892386__full	38226	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4245_length_7256_cov_1.668818	NODE_4245_length_7256_cov_1.668818__full	7256	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_4282_length_7209_cov_1.352443	NODE_4282_length_7209_cov_1.352443__full	7209	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4295_length_7193_cov_1.499717	NODE_4295_length_7193_cov_1.499717__lt2gene	7193	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_4308_length_7179_cov_2.663358	NODE_4308_length_7179_cov_2.663358__full	7179	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4350_length_7134_cov_1.779363	NODE_4350_length_7134_cov_1.779363__full	7134	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_4360_length_7117_cov_2.100572	NODE_4360_length_7117_cov_2.100572__full	7117	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4364_length_7113_cov_1.914543	NODE_4364_length_7113_cov_1.914543__full	7113	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4386_length_7088_cov_1.692429	NODE_4386_length_7088_cov_1.692429__full	7088	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4414_length_7058_cov_1.533112	NODE_4414_length_7058_cov_1.533112__full	7058	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4443_length_7032_cov_1.325706	NODE_4443_length_7032_cov_1.325706__full	7032	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4449_length_7025_cov_2.054943	NODE_4449_length_7025_cov_2.054943__full	7025	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4467_length_7008_cov_1.608778	NODE_4467_length_7008_cov_1.608778__full	7008	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4509_length_6974_cov_1.494669	NODE_4509_length_6974_cov_1.494669__full	6974	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4560_length_6908_cov_2.943666	NODE_4560_length_6908_cov_2.943666__full	6908	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4646_length_6829_cov_2.521635	NODE_4646_length_6829_cov_2.521635__full	6829	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4651_length_6824_cov_1.852322	NODE_4651_length_6824_cov_1.852322__full	6824	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4676_length_6807_cov_2.803443	NODE_4676_length_6807_cov_2.803443__full	6807	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_4716_length_6775_cov_1.517449	NODE_4716_length_6775_cov_1.517449__full	6775	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_4743_length_6751_cov_2.444897	NODE_4743_length_6751_cov_2.444897__full	6751	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4749_length_6748_cov_1.250717	NODE_4749_length_6748_cov_1.250717__full	6748	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4802_length_6705_cov_1.344178	NODE_4802_length_6705_cov_1.344178__full	6705	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4817_length_6696_cov_1.241742	NODE_4817_length_6696_cov_1.241742__full	6696	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_4822_length_6688_cov_2.103033	NODE_4822_length_6688_cov_2.103033__full	6688	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_4891_length_6625_cov_3.035703	NODE_4891_length_6625_cov_3.035703__full	6625	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_5039_length_6503_cov_1.851788	NODE_5039_length_6503_cov_1.851788__full	6503	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_508_length_33774_cov_4.161768	NODE_508_length_33774_cov_4.161768__full	33774	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_5101_length_6448_cov_1.266097	NODE_5101_length_6448_cov_1.266097__full	6448	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_5178_length_6397_cov_1.659490	NODE_5178_length_6397_cov_1.659490__full	6397	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_517_length_33409_cov_3.115257	NODE_517_length_33409_cov_3.115257__full	33409	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_5227_length_6351_cov_1.603149	NODE_5227_length_6351_cov_1.603149__full	6351	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_522_length_33100_cov_2.917266	NODE_522_length_33100_cov_2.917266__full	33100	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_5299_length_6290_cov_2.135810	NODE_5299_length_6290_cov_2.135810__full	6290	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_5313_length_6275_cov_1.157775	NODE_5313_length_6275_cov_1.157775__full	6275	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_5340_length_6257_cov_1.365579	NODE_5340_length_6257_cov_1.365579__full	6257	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_5392_length_6214_cov_1.820930	NODE_5392_length_6214_cov_1.820930__full	6214	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_5521_length_6118_cov_1.461025	NODE_5521_length_6118_cov_1.461025__full	6118	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_5569_length_6083_cov_1.828073	NODE_5569_length_6083_cov_1.828073__full	6083	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_5675_length_6015_cov_1.552480	NODE_5675_length_6015_cov_1.552480__full	6015	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_5680_length_6008_cov_2.393470	NODE_5680_length_6008_cov_2.393470__full	6008	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_5725_length_5980_cov_1.385785	NODE_5725_length_5980_cov_1.385785__full	5980	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_5733_length_5976_cov_1.366387	NODE_5733_length_5976_cov_1.366387__full	5976	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_5900_length_5860_cov_1.234432	NODE_5900_length_5860_cov_1.234432__full	5860	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_5905_length_5858_cov_1.426278	NODE_5905_length_5858_cov_1.426278__full	5858	Keep2	1	Approved	1
Cen16_15102020_R1_S33	NODE_5917_length_5852_cov_1.626900	NODE_5917_length_5852_cov_1.626900__full	5852	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_5921_length_5846_cov_3.294982	NODE_5921_length_5846_cov_3.294982__lt2gene	5846	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_5928_length_5843_cov_1.398705	NODE_5928_length_5843_cov_1.398705__full	5843	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_6073_length_5757_cov_1.069627	NODE_6073_length_5757_cov_1.069627__full	5757	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6161_length_5713_cov_1.596849	NODE_6161_length_5713_cov_1.596849__full	5713	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6187_length_5696_cov_1.427545	NODE_6187_length_5696_cov_1.427545__full	5696	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6188_length_5696_cov_1.323936	NODE_6188_length_5696_cov_1.323936__full	5696	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_6211_length_5683_cov_2.435745	NODE_6211_length_5683_cov_2.435745__full	5683	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_6247_length_5657_cov_2.501989	NODE_6247_length_5657_cov_2.501989__full	5657	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_626_length_28954_cov_4.297152	NODE_626_length_28954_cov_4.297152__full	28954	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6283_length_5631_cov_1.409339	NODE_6283_length_5631_cov_1.409339__full	5631	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6306_length_5621_cov_0.976884	NODE_6306_length_5621_cov_0.976884__full	5621	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_6337_length_5604_cov_2.280628	NODE_6337_length_5604_cov_2.280628__full	5604	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_6347_length_5598_cov_1.704442	NODE_6347_length_5598_cov_1.704442__full	5598	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_6392_length_5579_cov_2.850330	NODE_6392_length_5579_cov_2.850330__full	5579	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6419_length_5570_cov_2.188315	NODE_6419_length_5570_cov_2.188315__full	5570	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6451_length_5551_cov_2.351401	NODE_6451_length_5551_cov_2.351401__full	5551	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6560_length_5494_cov_2.256009	NODE_6560_length_5494_cov_2.256009__full	5494	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6562_length_5494_cov_1.394075	NODE_6562_length_5494_cov_1.394075__full	5494	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_660_length_27591_cov_2.602534	NODE_660_length_27591_cov_2.602534__full	27591	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6616_length_5470_cov_1.612390	NODE_6616_length_5470_cov_1.612390__full	5470	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6631_length_5463_cov_1.266117	NODE_6631_length_5463_cov_1.266117__full	5463	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6636_length_5461_cov_1.669666	NODE_6636_length_5461_cov_1.669666__full	5461	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6675_length_5439_cov_1.361634	NODE_6675_length_5439_cov_1.361634__full	5439	Keep2	1	Unapproved	0
Cen16_15102020_R1_S33	NODE_672_length_27324_cov_5.134941	NODE_672_length_27324_cov_5.134941__full	27324	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6733_length_5408_cov_1.937133	NODE_6733_length_5408_cov_1.937133__full	5408	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6740_length_5405_cov_2.137552	NODE_6740_length_5405_cov_2.137552__full	5405	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6746_length_5402_cov_1.660284	NODE_6746_length_5402_cov_1.660284__full	5402	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6756_length_5398_cov_1.403339	NODE_6756_length_5398_cov_1.403339__full	5398	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_677_length_27134_cov_2.232829	NODE_677_length_27134_cov_2.232829__full	27134	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6795_length_5376_cov_1.804344	NODE_6795_length_5376_cov_1.804344__full	5376	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_6915_length_5319_cov_1.407550	NODE_6915_length_5319_cov_1.407550__full	5319	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6932_length_5313_cov_1.500193	NODE_6932_length_5313_cov_1.500193__full	5313	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6941_length_5308_cov_1.553561	NODE_6941_length_5308_cov_1.553561__full	5308	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_694_length_26391_cov_2.188547	NODE_694_length_26391_cov_2.188547__full	26391	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_6999_length_5278_cov_0.994370	NODE_6999_length_5278_cov_0.994370__full	5278	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_7051_length_5252_cov_1.429268	NODE_7051_length_5252_cov_1.429268__full	5252	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_706_length_26065_cov_1.704757	NODE_706_length_26065_cov_1.704757__full	26065	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_7081_length_5243_cov_1.334246	NODE_7081_length_5243_cov_1.334246__full	5243	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_7082_length_5243_cov_1.287138	NODE_7082_length_5243_cov_1.287138__full	5243	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_7134_length_5214_cov_1.154708	NODE_7134_length_5214_cov_1.154708__full	5214	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_7144_length_5207_cov_1.484646	NODE_7144_length_5207_cov_1.484646__full	5207	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_7161_length_5200_cov_2.464025	NODE_7161_length_5200_cov_2.464025__full	5200	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_723_length_25479_cov_1.703337	NODE_723_length_25479_cov_1.703337__full	25479	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_7270_length_5143_cov_2.010965	NODE_7270_length_5143_cov_2.010965__full	5143	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_7310_length_5126_cov_1.673935	NODE_7310_length_5126_cov_1.673935__full	5126	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_7369_length_5102_cov_1.594171	NODE_7369_length_5102_cov_1.594171__full	5102	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_7376_length_5099_cov_1.197305	NODE_7376_length_5099_cov_1.197305__full	5099	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_740_length_24900_cov_2.332338	NODE_740_length_24900_cov_2.332338__full	24900	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_7439_length_5072_cov_1.463701	NODE_7439_length_5072_cov_1.463701__full	5072	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_7477_length_5051_cov_1.353574	NODE_7477_length_5051_cov_1.353574__full	5051	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_7489_length_5045_cov_1.235665	NODE_7489_length_5045_cov_1.235665__full	5045	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_7508_length_5038_cov_1.646915	NODE_7508_length_5038_cov_1.646915__full	5038	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_7530_length_5031_cov_1.913540	NODE_7530_length_5031_cov_1.913540__full	5031	Keep2	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_7558_length_5024_cov_1.409434	NODE_7558_length_5024_cov_1.409434__full	5024	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_7577_length_5015_cov_1.242226	NODE_7577_length_5015_cov_1.242226__full	5015	Discard	0	Unapproved	0
Cen16_15102020_R1_S33	NODE_800_length_23508_cov_2.279244	NODE_800_length_23508_cov_2.279244__full	23508	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_807_length_23331_cov_2.817230	NODE_807_length_23331_cov_2.817230__full	23331	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_844_length_22392_cov_2.450483	NODE_844_length_22392_cov_2.450483__full	22392	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_882_length_21908_cov_3.863367	NODE_882_length_21908_cov_3.863367__full	21908	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_942_length_20899_cov_2.969719	NODE_942_length_20899_cov_2.969719__full	20899	Keep1	0	Unapproved	1
Cen16_15102020_R1_S33	NODE_971_length_20507_cov_2.259274	NODE_971_length_20507_cov_2.259274__full	20507	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1042_length_21003_cov_1.900172	NODE_1042_length_21003_cov_1.900172__full	21003	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1100_length_20281_cov_2.687754	NODE_1100_length_20281_cov_2.687754__full	20281	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1130_length_20008_cov_3.513757	NODE_1130_length_20008_cov_3.513757__full	20008	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1156_length_19648_cov_2.134522	NODE_1156_length_19648_cov_2.134522__full	19648	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1206_length_19187_cov_3.217681	NODE_1206_length_19187_cov_3.217681__full	19187	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1279_length_18441_cov_2.846784	NODE_1279_length_18441_cov_2.846784__full	18441	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1287_length_18358_cov_2.473424	NODE_1287_length_18358_cov_2.473424__full	18358	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1352_length_17584_cov_2.167669	NODE_1352_length_17584_cov_2.167669__full	17584	Discard	0	Unapproved	0
Cen16_05102021_R1_S34	NODE_1356_length_17549_cov_2.416944	NODE_1356_length_17549_cov_2.416944__full	17549	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1364_length_17455_cov_2.804363	NODE_1364_length_17455_cov_2.804363__full	17455	Keep2	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1367_length_17433_cov_2.120825	NODE_1367_length_17433_cov_2.120825__full	17433	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1419_length_16977_cov_1.910801	NODE_1419_length_16977_cov_1.910801__full	16977	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1440_length_16801_cov_1.697853	NODE_1440_length_16801_cov_1.697853__full	16801	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1442_length_16779_cov_2.416527	NODE_1442_length_16779_cov_2.416527__full	16779	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_145_length_71903_cov_3.291783	NODE_145_length_71903_cov_3.291783__full	71903	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1560_length_15897_cov_1.673874	NODE_1560_length_15897_cov_1.673874__full	15897	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_156_length_69537_cov_26.917793	NODE_156_length_69537_cov_26.917793__full	69537	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_160_length_68698_cov_5.286593	NODE_160_length_68698_cov_5.286593__full	68698	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1623_length_15471_cov_3.177268	NODE_1623_length_15471_cov_3.177268__full	15471	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1624_length_15461_cov_2.384049	NODE_1624_length_15461_cov_2.384049__full	15461	Keep2	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1642_length_15346_cov_4.338064	NODE_1642_length_15346_cov_4.338064__full	15346	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1675_length_15190_cov_2.258182	NODE_1675_length_15190_cov_2.258182__full	15190	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1760_length_14737_cov_3.167899	NODE_1760_length_14737_cov_3.167899__full	14737	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1772_length_14673_cov_1.668431	NODE_1772_length_14673_cov_1.668431__full	14673	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_180_length_64185_cov_2.536451	NODE_180_length_64185_cov_2.536451__full	64185	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1874_length_14206_cov_6.558847	NODE_1874_length_14206_cov_6.558847__full	14206	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1898_length_14110_cov_2.749267	NODE_1898_length_14110_cov_2.749267__full	14110	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_18_length_261083_cov_4.509208	NODE_18_length_261083_cov_4.509208__0_partial	70492	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1928_length_13956_cov_6.612192	NODE_1928_length_13956_cov_6.612192__full	13956	Keep2	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1943_length_13910_cov_1.729232	NODE_1943_length_13910_cov_1.729232__full	13910	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1950_length_13886_cov_2.774111	NODE_1950_length_13886_cov_2.774111__full	13886	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_1971_length_13783_cov_1.927358	NODE_1971_length_13783_cov_1.927358__full	13783	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_2050_length_13441_cov_2.396875	NODE_2050_length_13441_cov_2.396875__full	13441	Keep2	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_2107_length_13169_cov_2.136789	NODE_2107_length_13169_cov_2.136789__full	13169	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_219_length_57753_cov_4.434387	NODE_219_length_57753_cov_4.434387__full	57753	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_2236_length_12595_cov_2.514597	NODE_2236_length_12595_cov_2.514597__full	12595	Keep2	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_226_length_56734_cov_6.397195	NODE_226_length_56734_cov_6.397195__full	56734	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_2273_length_12419_cov_1.711438	NODE_2273_length_12419_cov_1.711438__full	12419	Keep1	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_2320_length_12227_cov_1.398017	NODE_2320_length_12227_cov_1.398017__full	12227	Keep2	0	Unapproved	1
Cen16_05102021_R1_S34	NODE_2327_length_12203_cov_1.751242	NODE_2327_length_12203_cov_1.751242__full	12203	Keep1	0	Unapproved	1
